"title","categoryName","address","neighborhood","street","city","postalCode","state","countryCode","website","phone","phoneUnformatted","location/lat","location/lng","plusCode"
"Noodle Place Restaurant","Fusion restaurant","201 Keppel Rd, Singapore 099419","Bukit Merah","201 Keppel Rd","Singapore","099419",,"SG",,"+65 6733 3171","+6567333171","1.265116","103.825666","7R8G+27 Singapore"
"Al Zara Restaurant","Indian Muslim restaurant","104 Jurong E St 13, Singapore 600104","Jurong East","104 Jurong E St 13","Singapore","600104",,"SG",,,,"1.3366371","103.7376509","8PPQ+M3 Singapore"
"Yue Private Dining 悦私宴","Chinese restaurant","1 Gunner Ln, Sentosa, Singapore 099562","Southern Islands","1 Gunner Ln, Sentosa","Singapore","099562",,"SG","http://www.hiddenjoy.com.sg/","+65 8628 6818","+6586286818","1.2523457","103.8218133","7R2C+WP Singapore"
"Sona's Grill Restaurant","North Indian restaurant","12 Gopeng St, #01- 82/83 Icon Village, Singapore 078877","Tanjong Pagar","12 Gopeng St, #01- 82/83 Icon Village","Singapore","078877",,"SG","https://www.sonasgrill.com/","+65 9152 0504","+6591520504","1.2753013","103.8443917","7RGV+4Q Singapore"
"Gravy Restaurant and Bar","Indian restaurant","1 Hoe Chiang Rd, Singapore 089310","Tanjong Pagar","1 Hoe Chiang Rd","Singapore","089310",,"SG","https://www.gravy.sg/","+65 9101 5824","+6591015824","1.2740302","103.8426192","7RFV+J2 Singapore"
"Jang San Korean Restaurant 장산왕족발","Restaurant","1 W Coast Dr, #01-107, Singapore 128020","Clementi","1 W Coast Dr, #01-107","Singapore","128020",,"SG","http://jangsankoreanrestaurant.oddle.me/","+65 8679 4622","+6586794622","1.3171058","103.7571912","8Q84+RV Singapore"
"Chindamani Indian Restaurant Pte Ltd","Indian restaurant","1 Wholesale Centre, #02-11, Singapore 110001","Queenstown","1 Wholesale Centre, #02-11","Singapore","110001",,"SG",,,,"1.2854803","103.7790321","7QPH+5J Singapore"
"Sakunthala's Restaurant - SAFRA Mount Faber","Indian restaurant","2 Telok Blangah Way #01-07 SAFRA, Mount Faber, Singapore 098803","Bukit Merah","2 Telok Blangah Way #01-07 SAFRA, Mount Faber","Singapore","098803",,"SG","https://www.sakunthalas.com/","+65 6261 0314","+6562610314","1.2771481","103.8175278","7RG9+V2 Singapore"
"Chang Lai Ju Seafood BBQ Restaurant","Seafood restaurant","90 Boon Place, Savoy Theatre, Singapore 649884","Jurong West","90 Boon Place, Savoy Theatre","Singapore","649884",,"SG",,"+65 8387 3971","+6583873971","1.3477349","103.711589","8PX6+3J Singapore"
"KNS Restaurant","Indian restaurant","491 Jurong West Ave 1, #01-149 Jurongville@Avenue 1, Singapore 640491","Jurong West","491 Jurong West Ave 1, #01-149 Jurongville@Avenue 1","Singapore","640491",,"SG","https://knsrestaurant.com/","+65 6816 8944","+6568168944","1.3493106","103.7260064","8PXG+PC Singapore"
"The Butcher's Wife","Gluten-free restaurant","19 Yong Siak St, Singapore 168650","Tiong Bahru","19 Yong Siak St","Singapore","168650",,"SG",,"+65 6221 9307","+6562219307","1.2827407","103.8301992","7RMJ+33 Singapore"
"Charlie's Restaurant & Bar (Boat Quay)","Restaurant","32 Boat Quay, Singapore 049821","Central Area","32 Boat Quay","Singapore","049821",,"SG","http://www.charlies.com.sg/","+65 6533 5880","+6565335880","1.2862228","103.8498206","7RPX+FW Singapore"
"Yi Jia Le Wah Chye Seafood Restaurant","Seafood restaurant","546 Jurong West Street 42, Block 546 Block 546, Singapore 640546","Jurong West","546 Jurong West Street 42, Block 546 Block 546","Singapore","640546",,"SG","https://eatbook.sg/jurong-zi-char/","+65 9662 3055","+6596623055","1.3528707","103.7155482","9P38+46 Singapore"
"AHTTI Korean Restaurant","Korean restaurant","2 Venture Dr, #02-43 Vision Exchange, Singapore 608526","Jurong East","2 Venture Dr, #02-43 Vision Exchange","Singapore","608526",,"SG","https://www.instagram.com/ahtti_kr/","+65 6803 9341","+6568039341","1.3300443","103.7446492","8PJV+2V Singapore"
"Bountiful Restaurant","Restaurant","Singapore 100108","Bukit Merah",,"Singapore","100108",,"SG",,"+65 6270 3323","+6562703323","1.2812937","103.8100334","7RJ6+G2 Singapore"
"You Le Tian Seafood Restaurant","Seafood restaurant","498 Jurong West Street 41, Singapore 640498","Jurong West","498 Jurong West Street 41","Singapore","640498",,"SG",,"+65 6564 6589","+6565646589","1.3483795","103.7245017","8PXF+9R Singapore"
"ANJU","Korean restaurant","62 Tras St, Singapore 079001","Chinatown","62 Tras St","Singapore","079001",,"SG","http://anju.com.sg/","+65 6612 1172","+6566121172","1.2778061","103.8442373","7RHV+4M Singapore"
"Ever Dragon Family Restaurant","Family restaurant","24 Bendemeer Rd, #01 541, Singapore 330024","Kallang","24 Bendemeer Rd, #01 541","Singapore","330024",,"SG",,"+65 6295 1929","+6562951929","1.3186613","103.8622377","8V96+FV Singapore"
"KNS Restaurant","Indian Muslim restaurant","346 Jurong East Street 31, #01-73 Yuhua Place, Singapore 600346","Jurong East","346 Jurong East Street 31, #01-73 Yuhua Place","Singapore","600346",,"SG","https://knsrestaurant.com/","+65 8234 5543","+6582345543","1.3454763","103.7306681","8PWJ+57 Singapore"
"Da Luca Italian Restaurant","Italian restaurant","1 Goldhill Plaza, #01-19/21, Singapore 308899","Novena","1 Goldhill Plaza, #01-19/21","Singapore","308899",,"SG",,"+65 6258 4846","+6562584846","1.3180982","103.8426847","8R9V+63 Singapore"
"Himawari Japanese Restaurant","Authentic Japanese restaurant","991B Alexandra Rd, #01-08/09, Singapore 119970","Bukit Merah","991B Alexandra Rd, #01-08/09","Singapore","119970",,"SG","http://www.himawari.com.sg/","+65 6272 1110","+6562721110","1.2738884","103.8033299","7RF3+H8 Singapore"
"Wrap City - North Indian Vegetarian Restaurant","Vegetarian restaurant","2 Venture Dr, #02-31 Vision Exchange, Singapore 608526","Jurong East","2 Venture Dr, #02-31 Vision Exchange","Singapore","608526",,"SG","https://wrapcity.com.sg/","+65 6980 6648","+6569806648","1.3300614","103.7449496","8PJV+2X Singapore"
"KFC","Fast food restaurant","301 Upper Thomson Rd, #02-27/28/29 Thomson Plaza, Singapore 574408","Bishan","301 Upper Thomson Rd, #02-27/28/29 Thomson Plaza","Singapore","574408",,"SG","https://www.kfc.com.sg/","+65 6456 9816","+6564569816","1.354538","103.8313048","9R3J+RG Singapore"
"Cui Xiang Yuan Restaurant 翠香园餐馆","Chinese restaurant","BLK.61 Telok Blangah Heights, #01-121, Singapore 100061","Bukit Merah","BLK.61 Telok Blangah Heights, #01-121","Singapore","100061",,"SG",,,,"1.2755888","103.8125047","7RG7+62 Singapore"
"Pixy Restaurant & Bar","Restaurant","16 Mohamed Sultan Rd, Singapore 238965","Central Area","16 Mohamed Sultan Rd","Singapore","238965",,"SG","https://www.pixycuisine.com/","+65 9171 7682","+6591717682","1.293631","103.8414711","7RVR+FH Singapore"
"Sushi Take-Out","Sushi takeaway","490 Lor 6 Toa Payoh, #01-22 HDB Hub, Singapore 310490","Toa Payoh","490 Lor 6 Toa Payoh, #01-22 HDB Hub","Singapore","310490",,"SG","http://www.sushiexpress.com.sg/menu/sushitakeout","+65 6592 7404","+6565927404","1.3325736","103.8484186","8RMX+29 Singapore"
"NAYANA Kpop Cafe & Restaurant@Poiz, Central Singapore, nice late supper Korean food, indoor pet friendly, vegetarian options","Korean restaurant","51 Upper Serangoon Rd, #01-28 Poiz Center, Singapore 347697","Toa Payoh","51 Upper Serangoon Rd, #01-28 Poiz Center","Singapore","347697",,"SG","http://www.yuppylicious.com/","+65 6281 0339","+6562810339","1.3318825","103.8683014","8VJ9+Q8 Singapore"
"Miyabi Japanese Restaurant","Restaurant","1 Plymouth Ave, Level 2 Raffles Town Club, Singapore 297753","Novena","1 Plymouth Ave, Level 2 Raffles Town Club","Singapore","297753",,"SG","https://www.rafflestownclub.com.sg/miyabi-japanese-restaurant","+65 6357 3335","+6563573335","1.3219317","103.8245858","8RCF+QR Singapore"
"McDonald's Toa Payoh SAFRA","Hamburger restaurant","293 Lorong 6 Toa Payoh #01-02, SAFRA, Club. Singapore, Singapore 319387","Toa Payoh","293 Lorong 6 Toa Payoh #01-02, SAFRA, Club. Singapore","Singapore","319387",,"SG","https://www.mcdonalds.com.sg/","+65 6777 3777","+6567773777","1.3308789","103.854495","8VJ3+9Q Singapore"
"McDonald's Toa Payoh Central","Hamburger restaurant","600 Lor 4 Toa Payoh, #01-02, Singapore 319515","600@Toa Payoh","600 Lor 4 Toa Payoh, #01-02","Singapore","319515",,"SG","https://www.mcdonalds.com.sg/","+65 6777 3777","+6567773777","1.3340561","103.8509709","8VM2+J9 Singapore"
"Sin Ming Roti Prata Faisal & Aziz Curry Muslim Food","Indian Muslim restaurant","24 Sin Ming Rd, #01-51, Singapore 570024","Bishan","24 Sin Ming Rd, #01-51","Singapore","570024",,"SG","https://m.facebook.com/pages/Sin-Ming-Roti-Prata/1596758203751915","+65 6453 3893","+6564533893","1.3553371","103.8363514","9R4P+4G Singapore"
"Al Borgo Italian Restaurant","Italian restaurant","383 Bukit Timah Rd, #01-02, Singapore 259727","Tanglin","383 Bukit Timah Rd, #01-02","Singapore","259727",,"SG","http://www.alborgo.asia/","+65 9772 1680","+6597721680","1.319502","103.8275459","8R9H+R2 Singapore"
"Ariff's Restaurant","Indian restaurant","253 Serangoon Central Dr, S 550254","Serangoon","253 Serangoon Central Dr","S","550254",,"SG",,,,"1.3536647","103.871005","9V3C+FC Singapore"
"Al Fatthah Food Expo Restaurant","Restaurant","177 Toa Payoh Central, #01-102, Singapore 310177","Toa Payoh","177 Toa Payoh Central, #01-102","Singapore","310177",,"SG",,,,"1.3338853","103.8487182","8RMX+HF Singapore"
"The Café & Terrace Restaurant","Fusion restaurant","1 Plymouth Ave, Level 2 Raffles Town Club, Singapore 297753","Novena","1 Plymouth Ave, Level 2 Raffles Town Club","Singapore","297753",,"SG","https://www.rafflestownclub.com.sg/cafe-terrace","+65 6357 3332","+6563573332","1.3217087","103.8253106","8RCG+M4 Singapore"
"Ameeda Indian Muslim Food","Indian Muslim restaurant","203A Toa Payoh N, Block 203, Singapore 311203","Toa Payoh","203A Toa Payoh N, Block 203","Singapore","311203",,"SG",,,,"1.3420685","103.8491162","8RRX+RJ Singapore"
"Cheese Story Mookata Buffet","Thai restaurant","31 Ah Hood Rd, #01-07, Singapore 329979","Novena","31 Ah Hood Rd, #01-07","Singapore","329979",,"SG","https://m.facebook.com/CheeseStoryMookata/?locale2=zh_CN","+65 8678 7876","+6586787876","1.3288708","103.848864","8RHX+GG Singapore"
"Nam Kee Chicken Rice Restaurant","Chicken restaurant","201 Upper Thomson Rd, Singapore 574343","Bishan","201 Upper Thomson Rd","Singapore","574343",,"SG","https://namkeechickenricerestaurant.oddle.me/en_SG","+65 9637 9168","+6596379168","1.3519271","103.8352298","9R2P+Q3 Singapore"
"BerryGood Restaurant","Restaurant","47 Lor 6 Toa Payoh, #01-140 Block 47, Singapore 310047","Toa Payoh","47 Lor 6 Toa Payoh, #01-140 Block 47","Singapore","310047",,"SG","https://berrygood.sg/",,,"1.33692","103.854051","8VP3+QJ Singapore"
"Otou-San Hokkaido Donburi","Japanese restaurant","20 Ah Hood Rd, #01-12 Zhongshan Mall, Singapore 329984","Novena","20 Ah Hood Rd, #01-12 Zhongshan Mall","Singapore","329984",,"SG","https://order.otousan.com.sg/","+65 9768 8330","+6597688330","1.3270618","103.8464431","8RGW+RH Singapore"
"Al Hadheerah Restaurant (HDB Hub)","Halal restaurant","480 Lor 6 Toa Payoh, #B1- 01, Singapore 310480","Toa Payoh","480 Lor 6 Toa Payoh, #B1- 01","Singapore","310480",,"SG",,"+65 8552 2899","+6585522899","1.332286","103.8483712","8RJX+W8 Singapore"
"A-Roy Thai Restaurant","Thai restaurant","Singapore, Thomson Rd, 238号Novena Square#03-61/64 邮政编码: 307683","Novena","Thomson Rd, 238号Novena Square#03-61/64","Velocity","307683",,"SG","http://www.aroythai.com.sg/","+65 6338 3880","+6563383880","1.3199572","103.8439076","8R9V+XH Singapore"
"Fireside","Restaurant","31 Ocean Way, #01 - 15, Singapore 098375","Southern Islands","31 Ocean Way, #01 - 15","Singapore","098375",,"SG","/url?q=https://www.fireside.sg/&opi=79508299&sa=U&ved=0ahUKEwj00sWEneKEAxUxSTABHZHTD6MQ61gIGigQ&usg=AOvVaw0dF57DqXEWLIDU2K_x4RPk","+65 8181 6200","+6581816200","1.2466488","103.8421639","6RWR+MV Singapore"
"Osia Steak and Seafood Grill","Modern Australian restaurant","8 Sentosa Gateway Ave8, #02-140 & 141, Singapore 098269","Southern Islands","8 Sentosa Gateway Ave8, #02-140 & 141","Singapore","098269",,"SG","/url?q=https://www.rwsentosa.com/en/restaurants/signature-restaurants/osia-steak-and-seafood-grill&opi=79508299&sa=U&ved=0ahUKEwjl8ayCneKEAxWgRjABHZubBz8Q61gIGCgO&usg=AOvVaw3YUatFUxO0s_zFso7BM35Q","+65 6577 6560","+6565776560","1.2556523","103.8198928","7R49+7X Singapore"
"Rock Bar Burger & Steakhouse","Family restaurant","31 Ocean Way, #01 - 06, Singapore 098375","Southern Islands","31 Ocean Way, #01 - 06","Singapore","098375",,"SG","/url?q=https://www.rockbarburgersteakhouse.sg/&opi=79508299&sa=U&ved=0ahUKEwi89dKJneKEAxV5RzABHUyCDDYQ61gIGigQ&usg=AOvVaw0ag9sDQsciIARAndQOsot9","+65 6694 0994","+6566940994","1.2474301","103.8422111","6RWR+XV Singapore"
"WOK°15 Kitchen","Restaurant","#01-01 11 Cove Drive, Sentosa Cove, Singapore 098497","Southern Islands","#01-01 11 Cove Drive, Sentosa Cove","Singapore","098497",,"SG","/url?q=https://one15marina.com/dining/wok-15-kitchen/&opi=79508299&sa=U&ved=0ahUKEwiq0N6HneKEAxVjRDABHWh2BnMQ61gIGCgO&usg=AOvVaw2ApAevewXlmSqSW0kO6Tlc","+65 6305 6998","+6563056998","1.2458306","103.8398907","6RWQ+8X Singapore"
"Blue Lotus Singapore (Chinese Eating House)","Chinese restaurant","31 Ocean Way, #01 - 13 Quayside Isle, Singapore 098375","Southern Islands","31 Ocean Way, #01 - 13 Quayside Isle","Singapore","098375",,"SG","/url?q=http://www.bluelotus.com.sg/&opi=79508299&sa=U&ved=0ahUKEwj5rLuLneKEAxU7gIQIHZs3A3cQ61gIHSgS&usg=AOvVaw2lhvN46ygi3foi2DRRdpzG","+65 9781 1663","+6597811663","1.246831","103.8421169","6RWR+PR Singapore"
"the kitchen table","Restaurant","21 Ocean Way, Sentosa, Singapore 098374","Southern Islands","21 Ocean Way, Sentosa","Singapore","098374",,"SG","/url?q=https://www.thekitchentable.sg/&opi=79508299&sa=U&ved=0ahUKEwiF3-uXneKEAxWzSDABHTfLCqcQ61gIGigQ&usg=AOvVaw3GSD_DEqS34-XU7EddAixj","+65 6808 7268","+6568087268","1.2462291","103.8418629","6RWR+FP Singapore"
"Buddy Hoagies Steak & Grill Restaurant (Bedok)","Western restaurant","11 Bedok North Street 1, #01-27 Heartbeat @ Bedok, Singapore 469662","Bedok","11 Bedok North Street 1, #01-27 Heartbeat @ Bedok","Singapore","469662",,"SG","/url?q=http://www.buddyhoagies.com.sg/&opi=79508299&sa=U&ved=0ahUKEwi2t6CdneKEAxUhk4QIHVD3DXgQ61gIHSgS&usg=AOvVaw0UXu4-Os_UDNrYnLiqb0HK","+65 6282 8850","+6562828850","1.3265956","103.9317131","8WGJ+JM Singapore"
"SKIRT Restaurant","Steak house","21 Ocean Way, Singapore 098374","Southern Islands","21 Ocean Way","Singapore","098374",,"SG","/url?q=https://www.skirt.sg/&opi=79508299&sa=U&ved=0ahUKEwjqxKudneKEAxU3ibAFHQqBCbAQ61gIGSgO&usg=AOvVaw2DkwLECnlnV1P6SzajjZPb","+65 6808 7278","+6568087278","1.2461984","103.8423677","6RWR+FW Singapore"
"Quayside Isle","Restaurant","31 Ocean Way, Singapore 098375","Southern Islands","31 Ocean Way","Singapore","098375",,"SG","/url?q=http://www.quaysideisle.com/&opi=79508299&sa=U&ved=0ahUKEwiU3bedneKEAxVhTjABHcBOAdYQ61gIGCgO&usg=AOvVaw38IINFH3Se65h2CL_Uktyu","+65 6887 3502","+6568873502","1.2476808","103.8420723","6RXR+3R Singapore"
"Two Chefs Bar","Restaurant","31 Ocean Way, # 01 - 11 Quayside Isle, Singapore 098375","Southern Islands","31 Ocean Way, # 01 - 11 Quayside Isle","Singapore","098375",,"SG","/url?q=http://www.twochefsbar.com.sg/contact-us&opi=79508299&sa=U&ved=0ahUKEwiv376dneKEAxW5RjABHVVvDSMQ61gIHCgS&usg=AOvVaw0k_7bTbIqM0Y4tCoxiGc8J","+65 6268 8633","+6562688633","1.246958","103.8421961","6RWR+QV Singapore"
"TAG Restaurant & Bar","Restaurant","1 Expo Dr, #01-32, Singapore 486150","Tampines","1 Expo Dr, #01-32","Singapore","486150",,"SG","/url?q=http://tagrestaurantandbar.com/&opi=79508299&sa=U&ved=0ahUKEwjlv8idneKEAxUNsoQIHUX9BrUQ61gIGigQ&usg=AOvVaw3_QNE_5fRozmewGSKWkf-a","+65 8111 8846","+6581118846","1.3335851","103.9588795","8XM5+CH Singapore"
"THE CLIFF","Italian restaurant","2 Bukit Manis Rd, Sentosa, Singapore 099891","Southern Islands","2 Bukit Manis Rd, Sentosa","Singapore","099891",,"SG","/url?q=https://restaurantsandbars.accor.com/fr/restaurant/9474_R004%3Futm_source%3Dgoogle%2BMaps%26utm_medium%3Dseo%2Bmaps%26utm_campaign%3Dseo%2Bmaps%26y_source%3D1_MzkxMDAxMTQtNzE1LWxvY2F0aW9uLndlYnNpdGU%253D&opi=79508299&sa=U&ved=0ahUKEwifhNedneKEAxXqv4kEHfbOBs8Q61gIHCgQ&usg=AOvVaw1H3ZqZH7Vr4s3JUHRnLtF9","+65 6708 8360","+6567088360","1.2457724","103.8267834","6RWG+8P Singapore"
"Saffrons @ 201D","Halal restaurant","201D Tampines St. 21, #01-1163, Singapore 524201","Tampines","201D Tampines St. 21, #01-1163","Singapore","524201",,"SG","/url?q=http://www.saffrons.com.sg/&opi=79508299&sa=U&ved=0ahUKEwj1v-6dneKEAxVOjokEHe_8AWIQ61gIHCgQ&usg=AOvVaw00F8vRaRukQNpVHy0Fm6lA","+65 9272 6361","+6592726361","1.3521765","103.953656","9X23+VF Singapore"
"Gin Khao Bistro","Thai restaurant","31 Ocean Way, #01-12 Quayside Isle, Singapore 098375","Southern Islands","31 Ocean Way, #01-12 Quayside Isle","Singapore","098375",,"SG","/url?q=http://www.ginkhao.com.sg/&opi=79508299&sa=U&ved=0ahUKEwjf3dSdneKEAxWDjYkEHeBiA7AQ61gIHCgS&usg=AOvVaw1yplJrkc0ALQ7jhx1VQFU2","+65 6570 2208","+6565702208","1.2468982","103.8421771","6RWR+QV Singapore"
"Cassia","Chinese restaurant","1 The Knolls, Sentosa Island, Singapore 098297","Southern Islands","1 The Knolls, Sentosa Island","Singapore","098297",,"SG","/url?q=https://www.capellahotels.com/en/capella-singapore/dining/cassia%3Futm_source%3Dlocal%26utm_campaign%3Dgmb%26utm_medium%3Dorganic&opi=79508299&sa=U&ved=0ahUKEwio4fGdneKEAxVYlIkEHTSBAhwQ61gIGigQ&usg=AOvVaw3NMlA8ke-XIuKBYj6T_FXq","+65 6591 5045","+6565915045","1.2494479","103.82444","6RXF+QQ Singapore"
"Fiamma","Italian restaurant","1 The Knolls, Singapore 098297","Southern Islands","1 The Knolls","Singapore","098297",,"SG","https://capellahotels.com/en/capella-singapore/dining/fiamma","+65 6591 5046","+6565915046","1.2492482","103.8244513","6RXF+MQ Singapore"
"Dil'B Restaurant","Restaurant","1 Changi Village Rd, #01-2026, Singapore 500001","Changi","1 Changi Village Rd, #01-2026","Singapore","500001",,"SG","/url?q=https://m.facebook.com/dilbrestaurant/&opi=79508299&sa=U&ved=0ahUKEwiJ16aineKEAxUITTABHeI6BzAQ61gIGygQ&usg=AOvVaw3i9PFCJikyzZZVtktlWV2c","+65 6543 3508","+6565433508","1.3885559","103.9876144","9XQQ+C2 Singapore"
"Angu Vilas Vegetarian Restaurant","Vegetarian restaurant","JURONG GATEWAY ROAD Jurong East Bus Interchange #01-09, Singapore 608513","Jurong East","JURONG GATEWAY ROAD Jurong East Bus Interchange #01-09","Singapore","608513",,"SG",,,,"1.3317336","103.7411977","8PJR+MF Singapore"
"AL AFINA RESTAURANT","Restaurant","501 A Changi Coast Rd, #01 01, Singapore 499974","Changi","501 A Changi Coast Rd, #01 01","Singapore","499974",,"SG",,"+65 9146 2849","+6591462849","1.3717618","104.0043048","92C3+PP Singapore"
"Tekong Seafood Restaurant","Seafood restaurant","6 Changi Village Rd, Singapore 509907","Changi","6 Changi Village Rd","Singapore","509907",,"SG","/url?q=http://tekongseafood.com/&opi=79508299&sa=U&ved=0ahUKEwil9tCvneKEAxXfvokEHbhUBnMQ61gIGCgO&usg=AOvVaw2ts63q_sxD9Isfzy8JwTDH","+65 6542 8923","+6565428923","1.3899702","103.9888703","9XQQ+XG Singapore"
"White Restaurant (Jewel)","Chinese restaurant","78 Airport Blvd., #B1-245/246, Singapore 819666","Changi","78 Airport Blvd., #B1-245/246","Singapore","819666",,"SG","/url?q=https://whiterestaurant.com.sg/&opi=79508299&sa=U&ved=0ahUKEwjJh-yvneKEAxWZQjABHXvGArgQ61gIGygQ&usg=AOvVaw3jlCBN_2jKsDH3RnmLBG0n","+65 6904 2202","+6569042202","1.3603279","103.9895173","9X6Q+4R Singapore"
"Garden View Restaurant","Chinese restaurant","25 Changi Coast Rd, Singapore 499803","Tampines","25 Changi Coast Rd","Singapore","499803",,"SG","/url?q=http://www.tmcc.org.sg/fb-outlets/&opi=79508299&sa=U&ved=0ahUKEwjvy56wneKEAxWBfTABHQEeAgQQ61gIGCgO&usg=AOvVaw2YQSHNSqFaPcEQwdSOmKtq","+65 6545 2891","+6565452891","1.3292506","103.9796745","8XHH+PV Singapore"
"Porta Porta Italian Restaurant","Italian restaurant","No. 32 Jln Pari Burong, Singapore 488698","Bedok","No. 32 Jln Pari Burong","Singapore","488698",,"SG","/url?q=http://portaportaitalianrestaurant.com.sg/&opi=79508299&sa=U&ved=0ahUKEwiqv9GvneKEAxX6kIkEHQ7cDeEQ61gIGigO&usg=AOvVaw1GA2dBk9uzv7pPi8NeqxCc","+65 6545 3108","+6565453108","1.3337758","103.9489059","8WMX+GH Singapore"
"Aashiq Restaurant","Indian Muslim restaurant","326 Jurong East Street 31, Singapore 600326","Jurong East","326 Jurong East Street 31","Singapore","600326",,"SG","/url?q=https://www.facebook.com/pages/Aashiq-Restaurant-Pte-Ltd/220112818183722&opi=79508299&sa=U&ved=0ahUKEwj4ota4neKEAxVPEmIAHepRC_cQ61gIGCgO&usg=AOvVaw3xdcwsyIG85evHwxqNIxNg","+65 9885 9917","+6598859917","1.3489432","103.729595","8PXH+HR Singapore"
"Sankranti Restaurant","Indian restaurant","Level3, 78 Airport Blvd., #03-229 03-229, Singapore 819666","Changi","Level3, 78 Airport Blvd., #03-229 03-229","Singapore","819666",,"SG","/url?q=http://www.sankrantihotels.com/&opi=79508299&sa=U&ved=0ahUKEwiXqJavneKEAxWmrokEHVPMA3YQ61gIHCgS&usg=AOvVaw1fFrSkNUt3ESq181NHf09z","+65 6376 4252","+6563764252","1.3598217","103.9900239","9X5R+W2 Singapore"
"TONITO Latin American Kitchen @ Jewel","Latin American restaurant","78 Airport Blvd., #02 - 248, Singapore 819666","Changi","78 Airport Blvd., #02 - 248","Singapore","819666",,"SG","/url?q=http://tonito.sg/&opi=79508299&sa=U&ved=0ahUKEwjLjs2vneKEAxWkmYkEHWnzAJ4Q61gIGigQ&usg=AOvVaw32RKul4AfFz_v5dzupJUfr","+65 6904 3975","+6569043975","1.3597805","103.9898647","9X5Q+WW Singapore"
"Melben Seafood Restaurant - Depot Lane","Seafood restaurant","118 Depot Ln, Singapore 109754","Bukit Merah","118 Depot Ln","Singapore","109754",,"SG","http://www.melbenseafood.sg/","+65 9810 7063","+6598107063","1.2816199","103.812796","7RJ7+J4 Singapore"
"Pearl Garden Restaurant","Chinese restaurant","333 Boon Lay Wy, #3A-02 SAFRA Jurong, Singapore 649848","Jurong West","333 Boon Lay Wy, #3A-02 SAFRA Jurong","Singapore","649848",,"SG","/url?q=https://www.qianxi.com.sg/pearlgardenrestaurant&opi=79508299&sa=U&ved=0ahUKEwj5oYK0neKEAxVuvokEHWOIA5IQ61gIHCgS&usg=AOvVaw3lLCwOySiY15R2M_sm7_BD","+65 6316 9595","+6563169595","1.3349001","103.7062661","8PM4+XG Singapore"
"Din Tai Fung","Taiwanese restaurant","63 Jurong West Central 3, Singapore 648331","Jurong West","63 Jurong West Central 3","Singapore","648331",,"SG","/url?q=http://www.dintaifung.com.sg/&opi=79508299&sa=U&ved=0ahUKEwjDpvGyneKEAxUJCnkGHez8AEYQ61gIGSgO&usg=AOvVaw0IkVqHhO2BNJUgS-2BmD7_","+65 6861 1811","+6568611811","1.3390568","103.7057767","8PQ4+J8 Singapore"
"Dungeon by IL Fiore","Restaurant","30 Raffles Pl, #01-16/17 CIMB Plaza, Singapore 048622","Central Area","30 Raffles Pl, #01-16/17 CIMB Plaza","Singapore","048622",,"SG","https://www.facebook.com/IL-Fiore-Restaurant-Bar-100557263381342/","+65 6223 3551","+6562233551","1.2841089","103.852015","7VM2+JR Singapore"
"Hoodadak Korean Restaurant 후다닥 한국 음식점","Korean restaurant","1 Fusionopolis Pl, #01-10 Galaxis, Singapore 138522","Queenstown","1 Fusionopolis Pl, #01-10 Galaxis","Singapore","138522",,"SG","https://m.facebook.com/pages/Hoodadak-Korean-Fusion-Dining-Room-at-Fusionopolis/959580834119544","+65 6320 3477","+6563203477","1.2995285","103.7882033","7QXQ+R7 Singapore"
"Man Tak Kei Restaurant 文德记美味小炒","Chinese restaurant","Singapore, Bukit Merah Central, 161号, 宝利咖啡店, #01-3749 邮政编码: 150161","Bukit Merah","Bukit Merah Central, 161号, 宝利咖啡店, #01-3749","Singapore","150161",,"SG",,"+65 8027 9179","+6580279179","1.283332","103.8156882","7RM8+87 Singapore"
"Anjappar Chettinad Restaurant","Indian restaurant","321 Clementi Ave 3, Singapore 129905","Clementi","321 Clementi Ave 3","Singapore","129905",,"SG","http://anjappar.com.sg/","+65 6970 5545","+6569705545","1.3119161","103.7651527","8Q68+Q3 Singapore"
"Ayza’s Restaurant","Halal restaurant","508 Jurong West Street 52, Singapore 640508","Jurong West","508 Jurong West Street 52","Singapore","640508",,"SG","http://ayzasrestaurantpteltd.com/","+65 6756 4963","+6567564963","1.3487191","103.7187866","8PX9+FG Singapore"
"TINTO Spanish Restaurant Sg","Spanish restaurant","10 Dempsey Rd, #01-21, Singapore 247700","Tanglin","10 Dempsey Rd, #01-21","Singapore","247700",,"SG","https://tinto.sg/","+65 9729 5002","+6597295002","1.3033447","103.8104234","8R36+85 Singapore"
"OPIO Kitchen & Bar","Western restaurant","991B Alexandra Rd, Singapore 119970","Bukit Merah","991B Alexandra Rd","Singapore","119970",,"SG","https://www.bluelotus.com.sg/opio-kitchen-bar","+65 9171 1390","+6591711390","1.2738095","103.8033931","7RF3+G9 Singapore"
"Beng Hiang Restaurant","Chinese restaurant","135 Jurong Gateway Rd, #02-337, Singapore 600135","Jurong East","135 Jurong Gateway Rd, #02-337","Singapore","600135",,"SG","https://www.benghiang.com/","+65 6221 6695","+6562216695","1.3338882","103.7404073","8PMR+H5 Singapore"
"Al Afrida Restaurant","Indian Muslim restaurant","66 Yung Kuang Rd, #01-89/91, Singapore 610065","Jurong West","66 Yung Kuang Rd, #01-89/91","Singapore","610065",,"SG",,"+65 9087 9207","+6590879207","1.3320819","103.7229246","8PJF+R5 Singapore"
